"Date","Open","High","Low","Close","Volume","ticker","name"
"1980-03-17 00:00:00-05:00","1.8132834434509275","1.8427677398994373","1.8132834434509275","1.8132834434509277","41109","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-03-18 00:00:00-05:00","1.8206549882888794","1.8501394247795315","1.8206549882888794","1.8206549882888794","9343","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-03-19 00:00:00-05:00","1.8206549882888794","1.8206549882888794","1.8206549882888794","1.8206549882888794","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-03-20 00:00:00-05:00","1.8206549882888794","1.8501394247795315","1.8206549882888794","1.8206549882888794","10277","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-03-21 00:00:00-05:00","1.8648813962936401","1.8943656985663437","1.8648813962936401","1.8648813962936401","8409","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-03-24 00:00:00-05:00","1.8722519874572752","1.9017364144912523","1.8722519874572752","1.8722519874572754","2803","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-03-25 00:00:00-05:00","1.8722521195443225","1.886994399779076","1.8575099706649778","1.857509970664978","27095","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-03-26 00:00:00-05:00","1.8575099706649778","1.886994399779076","1.8575099706649778","1.857509970664978","1869","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-03-27 00:00:00-05:00","1.857509091518943","1.8648802281476125","1.8353958129882815","1.8353958129882812","14015","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-03-28 00:00:00-05:00","1.83539634845772","1.8575096334398429","1.8280253410339358","1.8280253410339355","36438","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-03-31 00:00:00-05:00","1.8280253410339358","1.8575096334398429","1.8280253410339358","1.8280253410339355","1869","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-01 00:00:00-05:00","1.8280258587705538","1.8280258587705538","1.7985414266586304","1.7985414266586304","2803","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-02 00:00:00-05:00","1.7985415613486004","1.8132838441862997","1.783799409866333","1.783799409866333","6540","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-03 00:00:00-05:00","1.783799409866333","1.783799409866333","1.783799409866333","1.783799409866333","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-07 00:00:00-05:00","1.783799409866333","1.8132838441862997","1.783799409866333","1.783799409866333","934","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-08 00:00:00-05:00","1.783799409866333","1.8132838441862997","1.783799409866333","1.783799409866333","44846","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-09 00:00:00-05:00","1.8427679538726807","1.8722522537447637","1.8427679538726807","1.8427679538726807","42044","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-10 00:00:00-05:00","1.8648813962936401","1.8943656985663437","1.8648813962936401","1.8648813962936401","35503","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-11 00:00:00-05:00","1.8648811107823546","1.886994399779076","1.8575099706649778","1.857509970664978","59795","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-14 00:00:00-05:00","1.8575099706649778","1.8575099706649778","1.8575099706649778","1.857509970664978","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-15 00:00:00-05:00","1.9164786338806152","1.9459629306599635","1.9164786338806152","1.9164786338806152","1869","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-16 00:00:00-05:00","1.9164786338806152","1.9459629306599635","1.9164786338806152","1.9164786338806152","61664","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-17 00:00:00-05:00","1.9164786338806152","1.9164786338806152","1.9164786338806152","1.9164786338806152","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-18 00:00:00-05:00","1.9164791433316588","1.9164791433316588","1.8869948387145996","1.8869948387145996","1869","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-21 00:00:00-05:00","1.8869948387145996","1.9164791433316588","1.8869948387145996","1.8869948387145996","5606","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-22 00:00:00-05:00","1.8869948387145996","1.8869948387145996","1.8869948387145996","1.8869948387145996","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-23 00:00:00-05:00","1.9238506555557253","1.9533350992178782","1.9238506555557253","1.923850655555725","24292","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-24 00:00:00-05:00","1.9385920763015747","1.9680763754255433","1.9385920763015747","1.9385920763015747","934","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-25 00:00:00-05:00","1.953334331512451","1.9828186322311203","1.953334331512451","1.9533343315124512","9343","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-28 00:00:00-04:00","1.9754477739334106","2.0049320769088603","1.9754477739334106","1.9754477739334106","2803","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-29 00:00:00-04:00","2.004932165145874","2.034416469418927","2.004932165145874","2.004932165145874","74744","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-04-30 00:00:00-04:00","2.012302875518799","2.0417866480497278","2.012302875518799","2.012302875518799","3737","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-01 00:00:00-04:00","2.0196733474731445","2.0491571121668963","2.0196733474731445","2.0196733474731445","934","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-02 00:00:00-04:00","2.0196733474731445","2.0196733474731445","2.0196733474731445","2.0196733474731445","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-05 00:00:00-04:00","2.034416437149048","2.0639003468881145","2.034416437149048","2.034416437149048","14015","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-06 00:00:00-04:00","2.078641891479492","2.108126186670517","2.078641891479492","2.078641891479492","5606","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-07 00:00:00-04:00","2.078641891479492","2.078641891479492","2.078641891479492","2.078641891479492","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-08 00:00:00-04:00","2.086013078689575","2.115497507767318","2.086013078689575","2.086013078689575","7474","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-09 00:00:00-04:00","2.093384027481079","2.1228683225088094","2.093384027481079","2.093384027481079","15883","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-12 00:00:00-04:00","2.137610912322998","2.167095344806849","2.137610912322998","2.137610912322998","41109","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-13 00:00:00-04:00","2.137610912322998","2.167095344806849","2.137610912322998","2.137610912322998","1869","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-14 00:00:00-04:00","2.137610912322998","2.167095344806849","2.137610912322998","2.137610912322998","7474","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-15 00:00:00-04:00","2.137610912322998","2.137610912322998","2.137610912322998","2.137610912322998","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-16 00:00:00-04:00","2.115497507767318","2.115497507767318","2.086013078689575","2.086013078689575","55124","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-19 00:00:00-04:00","2.1081271171569824","2.13761142536181","2.1081271171569824","2.1081271171569824","29898","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-20 00:00:00-04:00","2.1523523330688477","2.1818366224003696","2.1523523330688477","2.1523523330688477","934","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-21 00:00:00-04:00","2.16709566116333","2.1965799665959285","2.16709566116333","2.16709566116333","5606","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-22 00:00:00-04:00","2.16709566116333","2.1965799665959285","2.16709566116333","2.16709566116333","3737","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-23 00:00:00-04:00","2.189208507537842","2.218692806931682","2.189208507537842","2.189208507537842","13080","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-27 00:00:00-04:00","2.211322069168091","2.2408063739321005","2.211322069168091","2.211322069168091","5606","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-28 00:00:00-04:00","2.211321619090735","2.211321619090735","2.181837320327759","2.181837320327759","4672","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-29 00:00:00-04:00","2.181837320327759","2.181837320327759","2.181837320327759","2.181837320327759","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-05-30 00:00:00-04:00","2.1818382302344808","2.20395139785101","2.174467086791992","2.174467086791992","6540","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-02 00:00:00-04:00","2.181837320327759","2.211321619090735","2.181837320327759","2.181837320327759","934","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-03 00:00:00-04:00","2.181837320327759","2.211321619090735","2.181837320327759","2.181837320327759","18686","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-04 00:00:00-04:00","2.189208507537842","2.218692806931682","2.189208507537842","2.189208507537842","8409","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-05 00:00:00-04:00","2.189208507537842","2.189208507537842","2.189208507537842","2.189208507537842","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-06 00:00:00-04:00","2.2039506435394287","2.2334352072181636","2.2039506435394287","2.2039506435394287","2803","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-09 00:00:00-04:00","2.226064443588257","2.2555487495533626","2.226064443588257","2.226064443588257","8409","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-10 00:00:00-04:00","2.2334344387054443","2.262918729527948","2.2334344387054443","2.2334344387054443","2803","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-11 00:00:00-04:00","2.2334344387054443","2.2334344387054443","2.2334344387054443","2.2334344387054443","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-12 00:00:00-04:00","2.2334344387054443","2.2334344387054443","2.2334344387054443","2.2334344387054443","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-13 00:00:00-04:00","2.2334344387054443","2.2334344387054443","2.2334344387054443","2.2334344387054443","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-16 00:00:00-04:00","2.2408061027526855","2.270290666659392","2.2408061027526855","2.2408061027526855","7474","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-17 00:00:00-04:00","2.240806465215364","2.2555487495533626","2.226064443588257","2.226064443588257","934","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-18 00:00:00-04:00","2.226064443588257","2.226064443588257","2.226064443588257","2.226064443588257","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-19 00:00:00-04:00","2.226064443588257","2.2555487495533626","2.226064443588257","2.226064443588257","1869","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-20 00:00:00-04:00","2.226064443588257","2.2555487495533626","2.226064443588257","2.226064443588257","1869","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-23 00:00:00-04:00","2.226064443588257","2.226064443588257","2.226064443588257","2.226064443588257","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-24 00:00:00-04:00","2.108126186670517","2.108126186670517","2.078641891479492","2.078641891479492","1869","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-25 00:00:00-04:00","2.078641891479492","2.078641891479492","2.078641891479492","2.078641891479492","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-26 00:00:00-04:00","2.1670951636465485","2.1670951636465485","2.136136531829834","2.136136531829834","890","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-27 00:00:00-04:00","2.136136531829834","2.136136531829834","2.136136531829834","2.136136531829834","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-06-30 00:00:00-04:00","2.097439410225314","2.097439410225314","2.0664806365966797","2.0664806365966797","8008","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-07-01 00:00:00-04:00","2.06648044185417","2.074220167370811","2.0432615280151367","2.0432615280151367","890","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-07-02 00:00:00-04:00","2.0432615280151367","2.074220167370811","2.0432615280151367","2.0432615280151367","3559","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-07-03 00:00:00-04:00","2.0432609923321174","2.0664799000838348","2.0355212688446045","2.0355212688446045","3559","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-07-07 00:00:00-04:00","2.035521689668815","2.035521689668815","2.020042896270752","2.020042896270752","890","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-07-08 00:00:00-04:00","2.02004246760861","2.035521257722004","2.012302875518799","2.012302875518799","9788","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-07-09 00:00:00-04:00","2.020042896270752","2.035521689668815","2.020042896270752","2.020042896270752","53389","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-07-10 00:00:00-04:00","2.16709566116333","2.1903147060341466","2.16709566116333","2.16709566116333","5339","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-07-11 00:00:00-04:00","2.16709566116333","2.16709566116333","2.16709566116333","2.16709566116333","0","TM","Toyota Motor Corporation (TM) Historical Data"
"1980-07-14 00:00:00-04:00","2.120657437299581","2.120657437299581","2.0974390506744385","2.0974390506744385","7118","TM","Toyota Motor Corporation (TM) Historical Data"
